"","id","author","stars","date","comments","length","category"
"205","205","By Lucy M",5,"Jul 07, 2019","Very educational, enjoyable, and amazing teaching. Really aided me in my IB Chemistry.",86,"chem"
"206","206","By Guty P",5,"Jan 05, 2016","Itt's great! Nicely explained with step by step resolution of problems. I loked it :D",85,"chem"
"207","207","By Mahmoud A e M",5,"Jan 07, 2018","i like this course too much, very useful or me and what you are doing is great",78,"chem"
"208","208","By Yana M P",5,"Oct 05, 2019","Extremely helpful! It is all explained in a way that is easy to understand.",75,"chem"
"209","209","By Adebisi O",5,"Oct 04, 2018","Really enjoyed this course :) I would definitely recommend this to my peers",75,"chem"
"210","210","By Nwajei A",5,"Jan 23, 2018","So complete, full of calculations and analytical. Superb for every Chemist.",75,"chem"
"211","211","By Tun L A",5,"Sep 01, 2017","If u want to improve your knowledge about chemistry, study now this course.",75,"chem"
"212","212","By Jose A V B",5,"Aug 17, 2015","The subjects are very well covered. Great explanation. Very recommendable",75,"chem"
"213","213","By 蒋颖俊",5,"Feb 24, 2017","Well done!!!!   That is the first English course I have  finished!!!!",69,"chem"
"214","214","By Sengly K",5,"May 28, 2019","This is a very great course. I've learned to study a lot from it.",65,"chem"
"215","215","By Busi",5,"Jul 10, 2018","This course is very interesting and the videos are very helpfully",65,"chem"
"216","216","By Shohidullah",5,"Oct 26, 2019","Very important, useful and helpful for learning basic chemistry.",64,"chem"
"217","217","By Ipsita R",5,"Jul 09, 2017","the aqueous equilibria should have been increased to 2 weeks",60,"chem"
"218","218","By Jason G",5,"Dec 29, 2016","Well done, made a very difficult topic accessible.",50,"chem"
"219","219","By Lorenz P",5,"Apr 20, 2017","Very much to the point, no nonsense, good course!",49,"chem"
"220","220","By Krum D",5,"Oct 09, 2015","The course is very well organised and presented.",48,"chem"
"221","221","By Haro R C U",5,"Sep 06, 2016","hablo español, por ello para mi es dificil xd",45,"chem"
"222","222","By Ahmedova M",5,"Apr 21, 2018","i loved this course cause it motivates me",42,"chem"
"223","223","By Jhon S",5,"Mar 26, 2016","I did the course before. It was amazing!",42,"chem"
"224","224","By Ruqiyya I",5,"Sep 23, 2015","It's great! Thank you for everything :))",40,"chem"
"225","225","By José M",5,"Nov 07, 2019","One of the best courses about Chemistry",39,"chem"
"226","226","By akbar s",5,"Jan 22, 2016","This is realy helpfull and interesting.",39,"chem"
"227","227","By Nemanja S",5,"Nov 19, 2015","Great explanation. I am very satisfied.",40,"chem"
"228","228","By Henrique d C S J",5,"May 28, 2017","Great course with amazing teachers.",35,"chem"
"229","229","By Helen W e",5,"Mar 07, 2018","challenging, but very well taught",33,"chem"
"230","230","By Nexwan N",5,"Feb 02, 2020","This is great course! Thank you.",32,"chem"
"231","231","By Dariyoush S",5,"Nov 15, 2015","thank you for the course. great",31,"chem"
"232","232","By Mayank B",5,"Feb 01, 2016","excellent basics enhancement",28,"chem"
"233","233","By Arman D",5,"Feb 06, 2018","best course of chemistry",24,"chem"
"234","234","By Aline B M",5,"Feb 23, 2018","The quality is amazing.",23,"chem"
"235","235","By Krunoslav V",5,"Jul 21, 2019","Great advanced course!",22,"chem"
"236","236","By Salam",5,"Sep 16, 2017","absolutely helpful",18,"chem"
"237","237","By María V R A",5,"Dec 28, 2019","excelente curso!",16,"chem"
"238","238","By Pranshu M",5,"Oct 19, 2015","Extremely useful",16,"chem"
"239","239","By ERIKA I G R",5,"Feb 15, 2020","Excelente curso",15,"chem"
"240","240","By Mohit k",5,"Mar 12, 2019","awsome contents",15,"chem"
"241","241","By Kenziye E",5,"Sep 25, 2019","helpful course",16,"chem"
"242","242","By Vaibhav S",5,"Mar 13, 2019","Good learning",13,"chem"
"243","243","By Bhupendra S R",5,"Mar 12, 2019","good learning",14,"chem"
"244","244","By EDER D V A",5,"Feb 23, 2016","Very good !!!",13,"chem"
"245","245","By Kotaro K",5,"Sep 28, 2016","Great Course",12,"chem"
"246","246","By Marwa S E R",5,"Nov 06, 2015","Fantastic :)",12,"chem"
"247","247","By kuldeep s r",5,"Mar 28, 2019","Nice course",12,"chem"
"248","248","By Derik D D",5,"May 19, 2018","me encanto!",11,"chem"
"249","249","By Gleb A",5,"Jun 18, 2017","Belissimo!",10,"chem"
"250","250","By Ajit S G",5,"Mar 14, 2019","fghgfhggh",9,"chem"
"251","251","By Subhash G G",5,"Mar 13, 2019","Good one",8,"chem"
"252","252","By ADRIAN A R C",5,"Apr 28, 2017","excelent",8,"chem"
"253","253","By ANKIT S G",5,"Mar 15, 2019","thanks",6,"chem"
"254","254","By wissal",5,"Dec 29, 2017","super",5,"chem"
"255","255","By VICTOR F Y A",5,"Sep 13, 2015","buena",5,"chem"
"256","256","By paresh p",5,"Oct 22, 2019","good",4,"chem"
"257","257","By Surendra D",5,"Mar 17, 2019","good",4,"chem"
"258","258","By Arpit B",5,"Mar 10, 2019","Good",5,"chem"
"259","259","By JUSTIN G M",5,"May 21, 2016","Good",4,"chem"
"260","260","By TALASILA D S",5,"Feb 15, 2016","Nice",4,"chem"
"261","261","By Bruno E P S",5,"Oct 17, 2015","best",4,"chem"
"262","262","By 蘇晉廷",5,"Aug 15, 2015","nice",4,"chem"
"263","263","By haideralkrar",5,"Jul 28, 2016","v


",4,"chem"
"264","264","By autumn m",5,"Apr 27, 2016","l",1,"chem"
"265","265","By AMAL S M",5,"Oct 27, 2015","a",1,"chem"
"266","266","By D O",5,"Aug 25, 2015","E",1,"chem"
"267","267","By sohrab k",5,"Aug 13, 2015","b",1,"chem"
"268","268","By Anthony S",4,"Oct 15, 2016","Excellent course, very challenging, instructors take the time to explain the work very well.My only suggestion would be that week four be split into two more manageable sections, as it was quite large and there were many different topics covered. As aqueous equilibria are not my strong suit, it was a lot to take in",316,"chem"
"269","269","By Corinne D",4,"Oct 25, 2015","Needs some means of feedback. Several times I felt sure that a question was wrong, but there's nothing to be done about it. Additionally, it would be nice if, after completing (and passing) a test, you could see what you did wrong and how the answer should have been determined.",278,"chem"
"270","270","By Akash R",4,"May 27, 2016","It is a good course for beginners, but it is too slow for advanced learners who want to refresh their knowledge.",112,"chem"
"271","271","By Luís F A C",4,"Aug 28, 2017","It needs a little care because some videos were not in the right order and also the numbering of the exercises.",111,"chem"
"272","272","By hitaish",4,"Feb 12, 2016","This whole program is so knowledge-giving...thanks to Coursera and University of Kentucky.😊",91,"chem"
"273","273","By Brian W",4,"Feb 09, 2016","There were some mistakes and weird glitches, but overall solid overview of second-half chem",91,"chem"
"274","274","By Susruta S",4,"May 12, 2017","The chapter ""Aqueous Equilibria""/Week 3 was way too long. It could be split in 2 weeks.",87,"chem"
"275","275","By Luis Z",4,"Sep 20, 2015","amazing course. all topics about chemistry are here, very good quizes. a good course",85,"chem"
"276","276","By Rony J L",4,"Dec 07, 2016","It's a very nice course if you're doing some refreshing of college chemistry.",77,"chem"
"277","277","By Maya J",4,"Nov 01, 2017","Great course with lots of in video quizzes to keep you engaged!",63,"chem"
"278","278","By Raisul M S",4,"Dec 11, 2016","if u do those math it will definitely help u to be advance",58,"chem"
"279","279","By Filip K",4,"Aug 04, 2017","Very thorough though strange ordering of some videos!",53,"chem"
"280","280","By Amanda S",4,"Apr 18, 2017","Many of the weeks' videos were out of order.",44,"chem"
"281","281","By Ziyou A",4,"Nov 26, 2015","Gr8 M8 I R8 8/8 Dont H8 Appreci8",34,"chem"
"282","282","By Ayush S",4,"Mar 27, 2019","niceee.. and helpfulll",22,"chem"
"283","283","By Carlee B",4,"Oct 09, 2015","very easy to follow",19,"chem"
"284","284","By SARTHAK A",4,"Aug 27, 2015","nyc course..",12,"chem"
"285","285","By Xie S",4,"Dec 19, 2015","简洁明了，思路清晰。",10,"chem"
"286","286","By Sadisha",4,"Oct 17, 2016","Great!",6,"chem"
"287","287","By Sigitas K",3,"Dec 03, 2016","The material was good, but I did notice a couple of lectures and in-course questions presented out of order. What really turned me off, however were quizzes. In weekly quizzes the first answer was always the right answer. In the final quiz most of the questions had the first answer as the right answer. Since randomizing the answers is so obvious and easy, I am really at a loss why the quizzes would be presented in this way.",427,"chem"
"288","288","By Katherine W",3,"Aug 30, 2015","kind of boring and I am not learning how half this info is obtained or why it is relevant to real world chemistry",113,"chem"
"289","289","By megan r",2,"Nov 05, 2015","i like it but there is ALOT to do i am 13 taking this for science class and i am starting to get lost in what the are saying",125,"chem"
"290","290","By Ryan O",2,"Nov 06, 2016","A lot of calculation errors and incorrect answers",49,"chem"
"291","291","By Edward T",1,"Dec 04, 2015","bad",3,"chem"
"292","292","By Sayan s",5,"Jun 25, 2018","The practicals and the quiz series were awesome.This course is awesome for chemistry lovers and also for Chemical engineering guys.",131,"chem"
"293","293","By Nedyu Y",3,"Jun 04, 2019","I liked the course, attended it as a refresher, not really needed right now for my work. Basic principles explained properly, exam questions slightly away from the course material, which was indeed informative. More example and practical consideration would have been positively received.Looking forward for similar courses in chromatography and MS.",349,"chem"
"294","294","By SADAF A",5,"Jul 02, 2019","It was a good experience to learn online. This course increase my knowledge an i gain new concept which are very helpful for me and guide me in this field  more. thank you",171,"chem"
"295","295","By Jay G",5,"Jun 23, 2019","Overall Course was good, I had gained enough knowledge regarding the basic of spectroscopy. This course is worth for the chemistry and chemical background students.",164,"chem"
"296","296","By Allison A",3,"Apr 14, 2019","Okay explanations; would appreciate more readings and examples. Moreover, answers to quizzes aren't explained. Things could also be explained more intuitively in the videos.",173,"chem"
